interaction_id,age,job,marital,education,default,housing,loan,month,day_of_week,campaign,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,reward,arm,previously_contacted,pdays_since_previous,age_group
189,34,admin.,married,university.degree,no,yes,no,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
190,41,technician,married,professional.course,no,no,no,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
191,38,blue-collar,single,basic.9y,no,yes,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
192,45,management,divorced,university.degree,no,no,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
193,42,technician,married,university.degree,no,no,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
194,34,blue-collar,single,basic.9y,unknown,yes,no,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
195,48,blue-collar,married,basic.4y,no,yes,no,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
196,37,admin.,married,high.school,unknown,yes,no,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
197,34,blue-collar,single,basic.9y,unknown,no,no,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
198,40,admin.,married,basic.9y,unknown,yes,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
199,43,blue-collar,married,basic.6y,no,yes,no,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
200,33,services,married,high.school,no,no,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
201,32,services,single,basic.6y,no,no,no,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
202,39,blue-collar,married,high.school,no,yes,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
203,43,admin.,married,unknown,no,no,no,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
204,44,blue-collar,married,basic.9y,no,yes,no,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
205,35,student,single,university.degree,unknown,no,no,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
206,35,student,single,university.degree,unknown,yes,yes,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
207,35,unemployed,married,professional.course,no,no,no,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
208,36,services,single,basic.4y,no,no,no,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
209,35,student,single,university.degree,unknown,yes,no,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
210,36,student,single,basic.9y,no,yes,no,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
211,55,housemaid,divorced,university.degree,no,no,no,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
212,59,admin.,married,university.degree,no,no,no,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
213,57,retired,married,unknown,unknown,no,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
214,39,blue-collar,married,professional.course,unknown,yes,no,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
215,39,housemaid,married,basic.4y,unknown,yes,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
216,30,blue-collar,single,unknown,no,yes,no,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
217,30,blue-collar,single,unknown,no,yes,yes,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
218,50,housemaid,married,basic.4y,unknown,no,no,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
219,40,services,married,high.school,no,no,no,may,mon,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
220,35,admin.,married,high.school,no,yes,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
221,43,technician,married,unknown,unknown,no,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
222,36,services,single,basic.6y,unknown,yes,no,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
223,46,technician,married,basic.4y,unknown,yes,no,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
224,40,technician,married,basic.9y,no,no,no,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
225,58,retired,married,university.degree,no,no,no,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
226,42,technician,married,university.degree,no,no,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
227,35,admin.,single,university.degree,no,no,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
228,43,retired,married,basic.4y,unknown,no,no,may,mon,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
229,45,blue-collar,married,basic.4y,no,yes,yes,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
230,39,admin.,married,professional.course,no,yes,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
231,50,services,divorced,professional.course,no,yes,no,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
232,32,management,divorced,basic.4y,unknown,yes,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
233,39,admin.,married,high.school,unknown,no,no,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
234,52,self-employed,married,university.degree,unknown,no,no,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
235,44,admin.,married,professional.course,no,yes,no,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
236,56,blue-collar,married,basic.4y,no,no,no,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
237,48,admin.,married,high.school,no,no,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
238,33,services,married,high.school,unknown,no,yes,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
239,43,management,married,university.degree,unknown,no,yes,may,mon,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
240,57,retired,married,high.school,no,no,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
241,36,technician,single,professional.course,no,no,no,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
242,34,management,married,university.degree,no,yes,no,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
243,34,services,single,basic.9y,no,no,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
244,30,technician,married,university.degree,unknown,no,no,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
245,33,services,divorced,unknown,no,no,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
246,32,technician,single,professional.course,no,no,no,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
247,36,technician,single,high.school,no,yes,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
248,36,blue-collar,single,high.school,no,no,yes,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
249,33,services,single,high.school,no,no,no,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
250,40,technician,divorced,professional.course,no,no,no,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
251,41,blue-collar,married,basic.4y,no,yes,no,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
252,51,services,married,basic.6y,no,yes,no,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
253,36,technician,married,professional.course,no,yes,no,may,mon,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
254,28,services,married,unknown,no,no,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,under_30
255,53,services,married,high.school,no,yes,yes,may,mon,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
256,58,blue-collar,married,basic.9y,unknown,yes,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
257,45,management,married,basic.9y,no,no,yes,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
258,43,technician,married,unknown,no,yes,no,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
259,33,admin.,married,high.school,no,no,yes,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
260,33,admin.,married,high.school,no,no,yes,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
261,27,blue-collar,single,basic.6y,no,unknown,unknown,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,under_30
262,42,technician,married,high.school,no,no,no,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
263,43,admin.,divorced,basic.9y,no,no,no,may,mon,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
264,42,admin.,married,university.degree,no,no,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
265,27,blue-collar,single,basic.6y,no,no,no,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,under_30
266,34,self-employed,single,university.degree,no,yes,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
267,31,student,single,university.degree,unknown,no,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
268,54,management,divorced,university.degree,no,no,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
269,40,self-employed,married,basic.4y,unknown,no,no,may,mon,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
270,52,unemployed,married,high.school,unknown,yes,no,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
271,47,management,divorced,university.degree,no,no,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
272,49,housemaid,married,basic.9y,unknown,no,no,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
273,32,admin.,single,high.school,no,no,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
274,49,housemaid,single,high.school,unknown,yes,yes,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
275,50,blue-collar,married,basic.9y,unknown,no,no,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
276,34,services,married,high.school,no,no,no,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
277,55,blue-collar,married,basic.4y,unknown,no,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
278,47,technician,single,basic.9y,no,no,no,may,mon,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
279,51,retired,married,professional.course,no,no,no,may,mon,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
280,47,blue-collar,married,basic.6y,no,no,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
281,56,technician,married,basic.4y,no,yes,no,may,mon,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
282,53,admin.,married,basic.9y,no,no,no,may,mon,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
283,36,blue-collar,married,basic.9y,no,yes,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
284,42,blue-collar,divorced,basic.9y,no,yes,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
285,44,blue-collar,divorced,basic.6y,no,no,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
286,39,housemaid,married,basic.9y,no,yes,no,may,mon,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1,telephone,0,,30_39
287,37,admin.,single,high.school,no,yes,yes,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
288,60,blue-collar,married,unknown,unknown,yes,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,60_plus
289,36,services,married,high.school,no,no,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
290,42,management,divorced,university.degree,no,yes,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
291,31,admin.,married,high.school,no,yes,yes,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
292,53,technician,divorced,professional.course,unknown,no,yes,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
293,45,blue-collar,married,basic.4y,no,yes,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
294,37,technician,single,professional.course,no,yes,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
295,47,self-employed,married,professional.course,no,no,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
296,49,blue-collar,divorced,high.school,no,no,yes,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
297,36,admin.,married,university.degree,no,yes,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
298,35,services,divorced,high.school,no,no,no,may,mon,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
299,38,unknown,married,unknown,unknown,no,no,may,mon,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
300,38,services,single,high.school,unknown,no,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
301,50,blue-collar,divorced,high.school,unknown,no,yes,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
302,59,retired,married,professional.course,unknown,no,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
303,43,unknown,married,unknown,no,yes,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
304,42,admin.,married,high.school,no,yes,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
305,40,admin.,married,basic.6y,unknown,yes,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
306,46,blue-collar,married,unknown,unknown,no,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
307,57,housemaid,divorced,basic.4y,no,yes,yes,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
308,42,admin.,married,university.degree,no,yes,no,may,mon,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
309,41,blue-collar,married,basic.4y,no,yes,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
310,54,management,divorced,university.degree,no,yes,no,may,mon,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
311,27,admin.,single,university.degree,no,no,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,under_30
312,36,admin.,married,high.school,no,no,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
313,58,blue-collar,married,professional.course,unknown,yes,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
314,40,management,married,university.degree,unknown,yes,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
315,34,admin.,single,basic.9y,unknown,no,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
316,33,admin.,divorced,high.school,no,no,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
317,56,retired,married,basic.6y,no,no,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
318,42,blue-collar,married,basic.9y,no,no,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
319,43,services,married,high.school,no,yes,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
320,54,management,single,basic.9y,no,yes,no,may,mon,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
321,53,admin.,single,basic.6y,no,yes,yes,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
322,42,technician,single,unknown,no,no,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
323,40,services,married,basic.6y,unknown,no,no,may,mon,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
324,54,technician,married,professional.course,no,yes,yes,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
325,40,housemaid,single,professional.course,no,no,no,may,mon,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
326,26,admin.,single,university.degree,no,yes,no,may,mon,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,under_30
327,33,admin.,married,high.school,no,no,no,may,mon,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
328,35,blue-collar,married,basic.9y,unknown,no,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
329,36,admin.,married,high.school,no,no,no,may,mon,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
330,29,services,single,high.school,no,yes,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,under_30
331,36,blue-collar,married,basic.9y,no,yes,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
332,35,management,married,high.school,no,yes,no,may,mon,5,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
333,50,self-employed,single,university.degree,no,no,yes,may,mon,5,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
334,46,services,married,high.school,unknown,yes,no,may,mon,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
335,49,entrepreneur,married,high.school,no,yes,no,may,mon,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
336,42,technician,single,professional.course,unknown,yes,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
337,36,blue-collar,single,high.school,no,yes,yes,may,mon,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
338,55,blue-collar,married,basic.9y,unknown,yes,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
339,41,management,married,university.degree,unknown,no,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
340,57,management,married,professional.course,unknown,yes,no,may,mon,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
341,32,services,single,high.school,no,yes,no,may,mon,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
342,49,admin.,married,basic.9y,no,no,no,may,mon,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
343,57,unknown,married,unknown,unknown,yes,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
344,58,blue-collar,divorced,basic.4y,no,yes,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
345,52,technician,married,high.school,no,yes,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
346,50,services,divorced,professional.course,no,no,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
347,41,blue-collar,single,basic.9y,unknown,yes,no,may,mon,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
348,33,entrepreneur,married,university.degree,no,yes,no,may,mon,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
349,57,blue-collar,married,basic.4y,no,no,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
350,48,blue-collar,married,basic.6y,unknown,no,no,may,mon,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
351,55,technician,married,professional.course,no,no,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
352,38,management,married,university.degree,no,no,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
353,38,services,married,high.school,no,yes,no,may,mon,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
354,53,admin.,married,university.degree,no,yes,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
355,43,unemployed,single,university.degree,no,no,no,may,mon,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
356,36,blue-collar,single,high.school,no,no,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
357,32,blue-collar,married,basic.9y,no,no,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
358,33,services,married,basic.4y,no,no,no,may,mon,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,30_39
359,58,entrepreneur,married,basic.4y,no,yes,no,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
360,40,unemployed,divorced,high.school,unknown,no,no,may,tue,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,40_49
361,57,management,married,university.degree,no,yes,no,may,tue,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,telephone,0,,50_59
